Date,Adj Close,Returns
2000-05-26,50.444332122802734,
2000-05-30,51.88922119140625,0.028643239146987742
2000-05-31,52.44409942626953,0.010693516343528664
2000-06-01,52.5906867980957,0.002795116579935808
2000-06-02,54.26585006713867,0.03185285021042206
2000-06-05,53.98320388793945,-0.0052085460533563
2000-06-06,53.69004440307617,-0.005430568468515418
2000-06-07,53.69004440307617,0.0
2000-06-08,53.90990447998047,0.00409498780171802
2000-06-09,53.87846755981445,-0.0005831381166273575
2000-06-12,53.43873977661133,-0.008161475318780198
2000-06-13,53.96225357055664,0.009796522076189307
2000-06-14,54.224002838134766,0.004850599266316369
2000-06-15,54.203067779541016,-0.00038608471337397976
2000-06-16,54.108829498291016,-0.0017386152686651446
2000-06-19,54.17164993286133,0.0011610015436074317
2000-06-20,54.6323127746582,0.008503762436030682
2000-06-21,54.348411560058594,-0.005196580561592112
2000-06-22,53.64639663696289,-0.012916935434625021
2000-06-23,53.44733428955078,-0.0037106378040487886
2000-06-26,53.405426025390625,-0.0007841039168224873
2000-06-27,53.35302734375,-0.000981149024365302
2000-06-28,53.520652770996094,0.0031418166051964125
2000-06-29,53.1644172668457,-0.006656038103172057
2000-06-30,52.95487594604492,-0.003941382819058092
2000-07-03,52.95487594604492,0.0
2000-07-05,53.614986419677734,0.012465527712790525
2000-07-06,53.510169982910156,-0.0019549839283202752
2000-07-07,54.442726135253906,0.017427643243173918
2000-07-10,54.31697463989258,-0.0023097942422817264
2000-07-11,54.43224334716797,0.0021221488869656024
2000-07-12,54.93516540527344,0.009239414493682263
2000-07-13,55.01898193359375,0.0015257354319764271
2000-07-14,55.6162109375,0.01085496283132037
2000-07-17,55.96200942993164,0.006217584524415676
2000-07-18,55.259979248046875,-0.012544763653702495
2000-07-19,54.56843185424805,-0.01251443455479162
2000-07-20,55.448585510253906,0.01612935585828712
2000-07-21,54.673213958740234,-0.013983612825800296
2000-07-24,54.002655029296875,-0.012264852948820737
2000-07-25,53.98166275024414,-0.0003887267957722873
2000-07-26,53.59402847290039,-0.00718085100744692
2000-07-27,53.12251663208008,-0.008797842861518301
2000-07-28,52.29477310180664,-0.015581783069621657
2000-07-31,52.55669403076172,0.005008548912625921
2000-08-01,52.73484802246094,0.0033897488223848526
2000-08-02,53.04916000366211,0.005960232995595227
2000-08-03,53.017738342285156,-0.0005923121379260987
2000-08-04,53.363525390625,0.006522101076953168
2000-08-07,54.20173263549805,0.01570749381224923
2000-08-08,54.17030334472656,-0.0005798576769278085
2000-08-09,53.96072769165039,-0.0038688292318114215
2000-08-10,53.6673469543457,-0.005436930705997156
2000-08-11,54.08646774291992,0.007809605139057041
